ticket_id,created_at,resolved_at,resolution_hours,description
TICK-03083,4/11/24 11:24,46:07.3,8.368690988,"""I'm having trouble figuring out how to schedule recurring tasks in the app. Can you walk me through the steps? I've tried a few times but it's not working as expected. Any tips would be appreciated!"""
TICK-01657,4/11/24 12:23,02:46.5,23.662918830716823,"""Our system seems to be running really slow today, causing delays in processing customer orders and inventory updates. This is impacting our ability to fulfill orders on time and is negatively impacting our customers' experience. We need assistance in troubleshooting and resolving this issue as soon as possible to avoid further disruptions to our operations."""
TICK-02775,4/11/24 12:24,25:36.9,4.026914523469249,"""I'm not sure how to set up automatic email notifications for new leads in the system. Can you guide me through the process step by step? I've been trying to use the feature but I keep running into errors. Any help would be greatly appreciated!"""
TICK-00602,4/11/24 12:36,39:53.8,13.064932253310145,"""We are experiencing extremely slow loading times when accessing our account dashboard. It's taking significantly longer than usual to open any page or perform any action within the platform. This slowdown is impacting our team's ability to work efficiently, and we need assistance in resolving this matter as soon as possible."""
TICK-00549,4/11/24 12:56,31:02.5,17.584014079661824,"""I recently upgraded my subscription plan, but I noticed that I'm still being charged at the old rate. I'd like to get this sorted out as soon as possible and ensure that the correct amount is being billed to my account moving forward."""
TICK-02350,4/11/24 12:56,39:23.4,18.72316144,"""I'm trying to set up the integration between our CRM and the new platform, but I keep getting an error message when trying to generate the API key. I've followed the integration instructions step by step, but I can't seem to get it to work. Can someone help troubleshoot this issue and guide me on the right path to a successful integration?"""
TICK-03349,4/11/24 13:45,17:39.2,6.544216238729174,"""I have been billed twice for my subscription this month, and I only have one active account. Can you please help me resolve this billing issue and credit back the extra charge? I'd appreciate it if you could also confirm that only one payment method is linked to my account to avoid any future overcharges."""
TICK-00786,4/11/24 14:55,02:51.8,1.1310685580941007,"""I've been experiencing significant lag and slow loading times when trying to access my account dashboard for the past few days. It's been frustrating and makes it difficult to get my work done efficiently. Any help in improving the performance would be greatly appreciated."""
TICK-02406,4/11/24 15:15,10:18.7,35.921860666584806,"""I am seeing some unusual behavior on my account and I'm not sure what's causing it. I've noticed that some of my recent activity is not showing up in the expected place, and it's causing some confusion. Could you please look into this and help me understand what's happening?"""
TICK-04265,4/11/24 16:28,26:35.7,9.976578196890266,"I'm having trouble figuring out how to use the new tagging feature in the app. I've tried following the instructions in the user guide, but I'm still not sure if I'm doing it right. Can someone walk me through the steps or provide some additional guidance on how to effectively use this feature? Thank you!"
TICK-03108,4/11/24 22:34,27:18.0,11.888322287101046,"""I am having trouble figuring out how to use the new collaboration feature. I've read the instructions, but I'm still not sure how to invite my team members to join the project. Can you provide some guidance on how to use this feature effectively? Thank you!"""
TICK-02712,4/11/24 22:37,44:36.5,18.126813330494443,"""I'm having trouble figuring out how to schedule recurring tasks in the application. Can you provide step-by-step instructions on how to do this? Also, is there a limit to the number of team members I can add to a project? I want to make sure I understand the feature limitations before inviting all my colleagues."""
TICK-00267,4/12/24 0:07,00:20.1,11.888916043853465,"""I'm having trouble figuring out how to schedule recurring tasks in the app. Can you walk me through the steps? I've tried following the instructions in the help section, but I'm still not able to get it to work."""
TICK-04924,4/12/24 5:06,38:42.7,4.545193795637823,"""I'm having trouble figuring out how to schedule recurring tasks in the app. Can you provide some guidance on how to set this up? I've tried looking through the help section but couldn't find any specific instructions on this feature."""
TICK-03448,4/12/24 5:11,09:20.3,4.9723187369590764,"""Hi there, I'm having trouble with connecting our CRM system to your platform. I keep getting errors when trying to set up the integration, and our team is unable to receive any data from your API. Can someone please assist us with troubleshooting this issue and help us get everything up and running smoothly?"""
